Z,A,E (keV),ΔE (keV),Sigma,ΔSigma (b),Intensity (%),T1/2 (s)
39,89,202.581,0.037,0.291054931440339,0.00404346433288806,38.6107167425318,
39,89,333.986,0.042,0.00900262251167774,0.000307673761829818,1.19426840156316,
39,89,574.127,0.037,0.171532639086541,0.00429859561471092,22.755148339505,
39,89,776.636,0.033,0.659,0.008567,87.4215125214057,
39,89,953.59,0.053,0.0128701886855631,0.000636781768466473,1.70733135254599,
39,89,1107.591,0.041,0.0292092049088383,0.000916722415257423,3.87482985231913,
39,89,1211.561,0.041,0.0447152170637379,0.00123999094347378,5.93182383677532,
39,89,1371.09,0.06,0.0399786786987895,0.00118123296482422,5.30348491723139,
39,89,1416.554,0.051,0.0168134423814228,0.000718270573392783,2.23043484624504,
39,89,1558.456,0.05,0.0158050109661973,0.000629825225095731,2.09665851909313,
39,89,1571.616,0.051,0.0141665857456177,0.000605196808344598,1.87930857837039,
39,89,1640.96,0.062,0.0137892514523933,0.000843739946803094,1.82925222838576,
39,89,1779.414,0.08,0.01341853705905,0.000703034025158099,1.7800740599798,
39,89,1815.053,0.051,0.0216691389442314,0.000760892305997751,2.87458103420517,
39,89,2138.624,0.177,0.00946060925178724,0.000802759314731393,1.25502393044802,
39,89,2504.588,0.097,0.012939697634315,0.000817149845604573,1.71655225912211,
39,89,2546.585,0.06,0.0212664283681294,0.000908502218134122,2.82115832150228,
39,89,2749.135,0.062,0.0238691523380602,0.000996805066068911,3.16643004551908,
39,89,2756.79,0.107,0.00989697098561838,0.000702893999815923,1.31291073284253,
39,89,3301.047,0.075,0.0163743223559745,0.000873842832604501,2.17218213485942,
39,89,4107.525,0.063,0.0517830635034908,0.00167316198710766,6.86942903561026,
39,89,4352.065,0.141,0.0126020827403774,0.000944736042713351,1.67176499860955,
39,89,5645.216,0.134,0.0208107585929783,0.00123258734280334,2.76071015616996,
39,89,6080.123,0.072,0.753819032630716,0.0133364200941754,100,
40,96,160.937,0.095,0.00664362598079287,0.000443494908680864,9.01696728662941,
40,91,256.163,0.094,0.00315781357940342,0.000260185524724931,4.28589776502689,
40,91,258.492,0.084,0.00376489966613209,0.000273277094888307,5.10985675971236,
40,92,266.777,0.07,0.00540231884680622,0.000287292539781787,7.33222075631954,
40,91,332.168,0.07,0.00527356663626571,0.000275042534828349,7.15747364173461,
40,96,426.315,0.091,0.00325297503053144,0.000207107076582742,4.41505429705478,
40,91,448.13,0.071,0.00393809617678271,0.000201132720771951,5.34492527127667,
40,91,560.908,0.057,0.0168612914670173,0.000335885428540213,22.8847490824993,
40,91,844.075,0.065,0.00562229547212585,0.000233125774937963,7.63078091609745,
40,91,903.048,0.121,0.00278749664528822,0.000262197007275299,3.78329035000153,
40,91,912.712,0.067,0.00693071897932071,0.000300483595399411,9.40662019355555,
40,91,934.465,0.062,0.0736791625122585,0.00224427751731807,100,
40,96,1102.667,0.059,0.0139116232656752,0.000486688891723802,18.8813536844432,
40,91,1132.097,0.074,0.00594348627885965,0.000349054407061331,8.06671259037559,
40,90,1206.89,0.081,0.0246666087845068,0.00152065549913658,33.4784054859511,
40,91,1229.224,0.057,0.0206003666465962,0.000488207459187918,27.9595559235202,
40,96,1291.034,0.089,0.00518199450929982,0.000385352560960919,7.03318866909984,
40,96,1344.812,0.143,0.00256700659782626,0.000343348397167588,3.48403335529115,
40,91,1405.022,0.064,0.0177517564231306,0.000573170824791903,24.0933200349246,
40,91,1847.784,0.147,0.0050148363054276,0.00044706484281568,6.80631556390622,
40,91,1988.14,0.178,0.00293972419171657,0.000334833107625628,3.9898990318022,
40,90,2694.241,0.158,0.00344797859878639,0.000338150220162905,4.67972012875788,
40,91,5006.441,0.316,0.00287689063019953,0.000368244807646502,3.90461907017589,
40,91,5262.707,0.35,0.00377370891217302,0.000513083050029295,5.12181298415975,
40,91,6294.863,0.178,0.0165341399206064,0.00115775180069917,22.4407272787004,
41,93,78.634,0.026,0.0182354737147853,0.000327124932972364,8.63455775135271,
41,93,99.411,0.026,0.211191751099569,0.0100178128128562,100,
41,93,113.394,0.026,0.126,0.00280418064433547,59.6614211227388,
41,93,161.237,0.026,0.0205270944966355,0.000477083513968478,9.71964785071449,
41,93,253.135,0.023,0.142221949353037,0.00213327443195911,67.3425683591139,
41,93,255.957,0.023,0.19038801895951,0.00277089600616239,90.1493633005341,
41,93,293.223,0.025,0.0701177030100697,0.00167788314434826,33.2009667257373,
41,93,309.926,0.025,0.0742842344604424,0.0017747263278496,35.1738332930534,
41,93,337.476,0.037,0.0582624901916931,0.00575929691485242,27.5874838332225,
41,93,458.466,0.026,0.0258585068601779,0.000524015561562316,12.2440894237326,
41,93,499.485,0.026,0.0698307118930881,0.001946236834386,33.0650754726522,
41,93,518.159,0.027,0.0624396578368024,0.00136044434907789,29.5653866742951,
41,93,562.291,0.049,0.0316239379616629,0.00123202582310784,14.974040319763,
41,93,835.754,0.036,0.040514744408665,0.00091249828768994,19.1838668876626,
41,93,878.992,0.075,0.0205961540848225,0.00178872428455098,9.75234779653502,
41,93,883.736,0.046,0.020684600938547,0.000727060984829396,9.79422767738452,
41,93,894.273,0.05,0.0198552040184857,0.000754125103191494,9.40150546368865,
41,93,911.608,0.051,0.0189814846209818,0.000720966094477029,8.9877964087872,
41,93,957.267,0.042,0.0266623950981851,0.000716899298861949,12.6247331912196,
41,93,1129.013,0.102,0.0188061055045978,0.00159620137018911,8.90475381101956,
41,93,1206.484,0.078,0.0305638157593502,0.00110390631099213,14.4720689137809,
41,93,5103.62,0.236,0.0250026708550761,0.00125248268696901,11.8388482149041,
41,93,5496.463,0.254,0.0220877716982945,0.0015146674520434,10.458633721864,
41,93,5895.341,0.269,0.0196981841337194,0.000914791564220938,9.32715602345304,
41,93,6831.704,0.313,0.0188369805978532,0.000860029508017444,8.91937327086809,
42,95,350.001,0.039,0.0327167531868738,0.00132934882794154,1.62132306282351,
42,100,369.88,0.032,0.0361325888194932,0.00118334858189431,1.79059942892093,
42,96,480.861,0.03,0.0603543678054737,0.00226950842566767,2.99094252740235,
42,95,568.894,0.027,0.0279860917297971,0.00113111753368717,1.38688872030306,
42,95,591.202,0.034,0.031494200354947,0.0013935470887968,1.56073779965264,
42,95,608.753,0.018,0.120607859848794,0.00379181744863327,5.97688601963988,
42,95,719.523,0.017,0.310196224673194,0.00959167548264604,15.3721944898007,
42,100,722.11,0.061,0.0723883697660485,0.00325918081003354,3.5873038107271,
42,95,736.814,0.016,0.118685517761604,0.00392216488405449,5.88162175112295,
42,95,778.221,0.01,2.01790463215259,0.0551552004300903,100,
42,97,787.398,0.015,0.168449744889619,0.00538013074996801,8.34775549872872,
42,95,812.238,0.05,0.0264135988354603,0.00150143958938313,1.30896170287709,
42,95,847.605,0.012,0.323803097506755,0.00922880299662933,16.0465015217959,
42,95,852.941,0.027,0.0444326484550941,0.00169797200555262,2.20192013770719,
42,100,968.012,0.125,0.0349855641737626,0.00335497441171665,1.73375706742107,
42,95,1091.298,0.025,0.200996413729368,0.00603602952284691,9.96064980112348,
42,95,1106.348,0.053,0.0308711904533396,0.00178250758306121,1.5298636992774,
42,95,1200.127,0.04,0.124082505560845,0.00417750987105874,6.14907679896053,
42,97,1317.381,0.043,0.0880671021550664,0.00312991652572363,4.36428465210079,
42,95,1497.647,0.053,0.121994814223674,0.00418344442212151,6.04561842417384,
42,95,1625.81,0.078,0.0263689070246536,0.00154646195151209,1.30674693959767,
42,95,2663.473,0.139,0.0454829988558866,0.00212645178275447,2.25397167592444,
42,95,5711.7,0.349,0.0484933582989582,0.00366198025297164,2.40315411968841,
42,95,6918.7,0.434,0.106471353294645,0.00641575713553018,5.27633227052297,
42,95,7527.202,0.488,0.0264306696964331,0.00202623904670845,1.30980767253794,
44,102,136.033,0.019,0.0661571862165331,0.00595837876791772,4.32399909911981,
44,102,174.268,0.015,0.0762508445891694,0.00680888987237795,4.98371533262545,
44,102,294.661,0.016,0.07069955897527,0.00636157397968553,4.62088620753399,
44,102,403.1,0.022,0.0617102009506763,0.00557439225794836,4.03334646736446,
44,101,468.684,0.029,0.0491448796724067,0.00467519127919246,3.21208363871939,
44,101,475.095,0.016,0.9832870304165,0.0885744411505373,64.2671261710131,
44,104,539.522,0.011,1.53,0.134828420791257,100,
44,99,590.773,0.032,0.0528536681179482,0.00486623408141798,3.4544881122842,
44,101,627.974,0.016,0.175668739696585,0.0156848028253576,11.481616973633,
44,101,631.24,0.028,0.295594545766334,0.034374196867423,19.319904952048,
44,99,686.89,0.013,0.522407884202494,0.0463364389081118,34.1443061570258,
44,101,695.501,0.062,0.0387826772279474,0.00458673712834913,2.5348155050946,
44,105,724.3,0.03,0.0744850682961695,0.00765245292713024,4.8683051173967,15984
44,99,822.61,0.019,0.136644964750101,0.0123035219433692,8.93104344771904,
44,98,940.296,0.027,0.0375719341615294,0.00345903826220273,2.45568197134179,
44,101,1046.498,0.021,0.103011280041586,0.0093215521551895,6.73276340141088,
44,101,1103.028,0.026,0.0995889209112673,0.00898946881614497,6.50907979812205,
44,101,1105.361,0.074,0.054560525405659,0.00507381216112531,3.56604741213457,
44,99,1341.518,0.034,0.137498522993182,0.0124435937727012,8.9868315681818,
44,99,1362.018,0.069,0.11135566378936,0.0125936903157952,7.27814796008887,
44,101,1568.391,0.039,0.0441891705077736,0.00418638388443016,2.88818107893945,
44,99,1627.243,0.029,0.128777359273291,0.0116260335598869,8.41682086753533,
44,99,1827.189,0.046,0.0450873708871,0.00434160095471019,2.94688698608497,
44,102,1959.329,0.029,0.210255755358559,0.0188949125695803,13.7422062325856,
44,99,7790.532,0.158,0.132497491711072,0.0131141057175413,8.65996677850145,
45,103,51.343,0.039,14.6373480094186,1.64162481789755,64.7670265903479,
45,103,85.186,0.032,3.17789832852323,0.263866157198179,14.0614970288638,
45,103,96.99,0.03,20.13518144714,0.389353484420661,89.0937232174334,
45,103,100.681,0.03,4.96142266790966,0.0973627875494443,21.953197645618,
45,103,127.213,0.031,5.27082661145956,0.208864822013004,23.3222416436264,
45,103,134.545,0.031,6.78561641802843,0.389470857031531,30.0248514072054,
45,103,169.263,0.066,2.88098443902295,0.192921862716332,12.7477187567387,
45,103,177.643,0.036,1.84768139315393,0.11834644728209,8.17558138563684,
45,103,178.66,0.037,3.27071461479698,0.137973215404528,14.4721885610486,
45,103,180.731,0.03,22.6,1.18697195717675,100,
45,103,185.931,0.032,1.50455871094093,0.0512058715469772,6.65733942894218,
45,103,202.686,0.048,1.60770897132709,0.277729980016075,7.11375651029684,
45,103,212.918,0.031,1.27073421627754,0.0316198549571371,5.62271777113954,
45,103,215.35,0.028,6.74210998990162,0.118161628913557,29.8323450880602,
45,103,217.753,0.028,7.37526909165084,0.12925451824286,32.6339340338533,
45,103,266.6,0.032,2.6629526160248,0.139800483066651,11.7829761771009,
45,103,269.174,0.03,1.42122170724553,0.108988975757143,6.28859162498023,
45,103,323.792,0.102,1.54131089375353,0.191142120220145,6.81995970687401,
45,103,333.444,0.029,3.27167331092506,0.075884653140637,14.4764305793144,
45,103,374.79,0.028,1.30320125025993,0.0248975263694969,5.76637721353952,
45,103,420.612,0.027,2.05628837383184,0.0390173324636091,9.09862112314973,
45,103,440.517,0.032,2.226910088975,0.103812556862279,9.85358446449116,
45,103,470.413,0.027,2.60613279225117,0.0656589510678741,11.53156102766,
45,103,482.243,0.03,1.78467888825961,0.0553795468937283,7.89680924008677,
45,104,555.81,0.04,3.15251604625788,0.0868527367943195,13.9491860453889,42.3
46,109,88.04,0.05,0.165558958268719,0.0139065952718106,4.14063589871877,49324
46,108,113.474,0.03,0.33528740482782,0.00527171743535015,8.38555085956128,
46,108,152.986,0.028,0.145181431910412,0.00216255844759239,3.63099318262157,
46,108,178.109,0.028,0.109426658443611,0.0022467150127402,2.7367649263233,
46,108,245.128,0.024,0.250312073373703,0.00428033889258141,6.26031455943094,
46,108,291.476,0.023,0.103946548298239,0.0020310942735956,2.59970716131834,
46,108,325.31,0.023,0.207510238255207,0.00333289240337465,5.18983902083141,
46,108,333.944,0.024,0.111095044068399,0.00245397248693719,2.7784913148144,
46,108,339.526,0.021,0.195347365438006,0.00328765199650488,4.88564510498957,
46,108,359.395,0.025,0.119851431550997,0.00308096412507317,2.99748890173259,
46,105,429.687,0.028,0.1450236884885,0.00316790854370595,3.627048013587,
46,108,433.602,0.025,0.0972233485896176,0.00266753506652478,2.43155967863976,
46,105,511.847,0.013,3.99839450553833,0.0391891654536608,100,
46,105,616.219,0.015,0.628,0.00861671566231679,15.7063040960599,
46,105,621.973,0.051,0.123536430174677,0.00711396833005785,3.08965085870246,
46,105,717.349,0.014,0.777234582728752,0.0094278088350372,19.4386667361656,
46,105,748.333,0.026,0.0801556350573754,0.00226014948795359,2.00469550831837,
46,105,804.344,0.026,0.0906018619992392,0.00264170832631174,2.26595604495112,
46,105,848.115,0.035,0.100295670823076,0.00254190755980501,2.50839857558209,
46,105,1045.767,0.029,0.320734694328667,0.00693516596903371,8.0215870115969,
46,105,1050.304,0.029,0.360425411157453,0.00746152464952549,9.01425336239869,
46,105,1127.988,0.031,0.322635121007578,0.00552317771340696,8.06911675575494,
46,105,1397.515,0.048,0.0892066338863437,0.00277759100937902,2.23106133631337,
46,105,1572.57,0.091,0.217955833340352,0.02817559891249,5.45108375470337,
46,108,4793.786,0.239,0.111623335566269,0.00956539304840251,2.79170390544642,
47,107,78.911,0.039,1.69480413440261,0.242017235217309,21.8684404439046,
47,109,105.609,0.047,0.761000751702057,0.0400739053892038,9.81936453809106,
47,109,117.449,0.032,3.84404321018873,0.0667946411160376,49.6005575508223,
47,107,191.387,0.03,1.81225034047131,0.0482625205570366,23.3838753609202,
47,107,192.898,0.029,2.1955747667175,0.0545463391525287,28.3299969899032,
47,109,198.522,0.028,7.75,0.129030190032423,100,
47,107,206.459,0.028,3.58047604398633,0.070634872411784,46.1996908901461,
47,107,215.152,0.035,1.54903019202232,0.0281036449697245,19.9874863486752,
47,109,235.623,0.027,4.61815862241238,0.0735702403247392,59.5891435149984,
47,107,236.849,0.036,1.94675556064724,0.0262447424505241,25.1194265889966,
47,107,259.173,0.027,1.55728179138776,0.024750895494878,20.0939585985517,
47,109,267.083,0.029,2.72706512523098,0.0558904661408412,35.1879370997545,
47,107,294.387,0.028,2.04637711383333,0.118927785715605,26.4048659849462,
47,107,299.95,0.027,1.15142566344746,0.0445484446650332,14.8571053348059,
47,107,328.994,0.026,0.794682966429825,0.0119075813266636,10.2539737603848,
47,109,360.392,0.029,1.55142187318289,0.034050283794605,20.0183467507469,
47,109,378.123,0.052,0.744321321398796,0.01961692079351,9.60414608256512,
47,107,380.902,0.026,1.59315093964293,0.0270032787737563,20.5567863179733,
47,109,495.714,0.025,1.07603542466889,0.0179092100445119,13.8843280602437,
47,107,510.597,0.131,3.55855882484851,0.0394877364922048,45.9168880625615,
47,109,524.473,0.025,0.804313651453149,0.0110105494873477,10.3782406639116,
47,109,536.125,0.024,1.08619849826646,0.0155839074453333,14.0154644937608,
47,107,538.249,0.048,1.00430219245941,0.140981086985661,12.9587379672182,
47,109,549.56,0.023,1.54224929257416,0.0243491945821009,19.8999908719247,
47,107,657.741,0.022,2.35593832332869,0.0266113517263403,30.3992041719831,
48,113,558.319,0.027,1863,29.2747475245819,100,
48,113,576.044,0.031,106.648850974375,1.67377335001592,5.72457600506574,
48,108,648.786,0.095,34.0721837134059,0.932298117919504,1.82888801467557,
48,113,651.19,0.027,358.00990336983,4.52384152605077,19.2168493488905,
48,113,654.466,0.04,34.1337235875553,0.9339349221145,1.83219128220909,
48,113,707.387,0.032,29.2581250849702,0.52271213138104,1.57048443827001,
48,113,725.191,0.027,106.726429774432,1.34623541915464,5.72874019186432,
48,113,748.042,0.061,37.2957411232199,3.23400997835217,2.00191847145571,
48,113,805.849,0.028,133.460092211934,1.82579330634054,7.16371938872429,
48,113,1209.652,0.035,121.911142635085,1.91417302761874,6.54380797826541,
48,113,1283.451,0.041,47.5421016457671,0.853018200601903,2.55191098474327,
48,113,1300.983,0.048,31.0673884763978,1.11237673197512,1.66760002557154,
48,113,1305.676,0.046,35.8428025900476,0.982277393877829,1.92392928556348,
48,113,1364.298,0.037,122.695594609792,2.10854637898445,6.58591490122341,
48,113,1370.549,0.053,30.1513345151404,0.93777942490416,1.6184291205121,
48,113,1399.541,0.041,97.7352053892122,1.47089739409184,5.24611945191692,
48,113,1489.533,0.042,68.4708486798669,1.12697392167075,3.67530051958491,
48,113,1660.365,0.046,66.7428068384093,1.25333985508975,3.58254465047822,
48,113,2455.933,0.074,87.2589461924216,1.79036054141475,4.683786698466,
48,113,2550.302,0.076,38.7101433136934,1.10086745191585,2.07783914727286,
48,113,2659.961,0.069,64.043330352161,1.47963364516875,3.43764521482345,
48,113,2799.975,0.087,27.6367757418052,0.940973392753642,1.4834554880196,
48,113,2999.689,0.117,29.078240808519,1.40864361223097,1.56082881419855,
48,113,3109.078,0.117,28.6213353448307,1.19365121771132,1.53630356118254,
48,113,5824.31,0.155,69.1216494810724,1.80314010258354,3.71023346650952,
49,115,60.975,0.04,8.55154631839862,0.477189042448074,9.67607363182844,
49,115,85.659,0.038,11.1205017077012,0.58253706191034,12.5828463461729,
49,115,96.108,0.039,13.8446758408783,0.724221192307172,15.6652490505624,
49,115,126.486,0.038,2.04600795152571,0.106605136265972,2.31505775133035,
49,115,162.497,0.038,15.7891689396346,0.823004782168628,17.8654427581809,
49,115,171.163,0.038,1.91555899653956,0.101434064385656,2.16745477443652,
49,115,173.872,0.042,2.2977697166,0.13898731506588,2.59992615826357,
49,115,186.32,0.037,14.9143210029564,0.766789459849514,16.8755524229396,
49,115,235.214,0.04,2.75152646830376,0.145669836395428,3.11335186829903,
49,115,273.047,0.036,18.25,0.944875704385191,20.6498728073237,
49,115,284.999,0.04,2.54447937565468,0.135275740997646,2.87907810784261,
49,115,298.716,0.038,4.78277357709254,0.249852943592753,5.41170772784601,
49,115,335.473,0.036,4.58563562907799,0.240286232442462,5.18864616335301,
49,115,385.057,0.036,6.84202559066648,0.361257317615292,7.7417511337927,
49,116,416.86,0.03,27.7259640243979,1.57828678989512,31.3719249624246,3265
49,115,433.799,0.038,3.62180273346787,0.195133542505553,4.09806935777145,
49,115,471.918,0.042,2.43092490262721,0.138277268324345,2.75059123525522,
49,115,492.523,0.045,1.86844602343648,0.111642019389528,2.11414645103086,
49,115,518.056,0.053,1.74381793797447,0.113116251912041,1.97312978730424,
49,115,556.67,0.042,2.60594777026497,0.152997871953403,2.94862958895893,
49,115,608.339,0.036,1.96666067045065,0.105787958201377,2.22527631232723,
49,116,1097.3,0.2,56.6938305807229,3.30037474977046,64.1490624905144,3265
49,116,1293.54,0.15,88.3782683326137,4.84549983027298,100,14
49,116,1507.4,0.2,12.4053531313248,1.01564801556446,14.0366555776325,3265
49,116,2112.1,0.4,16.4925573410883,1.33770122679704,18.661326649916,14
50,118,64.727,0.179,0.00654672007630925,0.000496986450634929,4.88561199724571,
50,118,66.396,0.094,0.0105967755365745,0.000580745089200041,7.90804144520483,
50,115,139.845,0.064,0.00981238780752975,0.000191170722799642,7.32267746830579,
50,116,158.645,0.064,0.0144554440867161,0.000289335318088183,10.7876448408329,
50,115,332.103,0.063,0.00830186135509469,0.000188791214370312,6.19541892171245,
50,115,463.307,0.061,0.0128195048967456,0.000277410563465707,9.56679469906389,
50,115,733.908,0.062,0.00924736379262904,0.000205759490884326,6.90101775569331,
50,117,813.257,0.065,0.00714700870086873,0.000280485193819582,5.33358858273786,
50,115,818.712,0.062,0.0126851155423352,0.000380595532244468,9.46650413607108,
50,120,925.897,0.062,0.00974009618357351,0.000292327224383126,7.26872849520411,
50,115,931.807,0.061,0.0111472551965512,0.000314661415808842,8.31884716160537,
50,115,972.589,0.061,0.0158029974350124,0.00050298877747355,11.7932816679197,
50,118,988.672,0.066,0.00668308386080586,0.000218831042182442,4.98737601552676,
50,115,1098.008,0.082,0.00988464578221027,0.00036956875540978,7.37660133000766,
50,122,1171.282,0.059,0.0879005089832156,0.00131061783015574,65.5973947635937,
50,117,1229.644,0.059,0.0673476002758701,0.00129483260959922,50.2594031909478,
50,124,1274.595,0.063,0.00983786231032869,0.000331418133615485,7.34168829129006,
50,115,1293.53,0.059,0.134,0.00213972685695165,100,
50,115,1356.704,0.073,0.00745723771832422,0.000335434314493103,5.56510277486882,
50,115,1508.429,0.108,0.00576240549847272,0.000325970245970178,4.30030261080054,
50,117,2042.74,0.097,0.00665799000567127,0.000357390035477855,4.96864925796364,
50,115,2112.171,0.074,0.0151722458757033,0.000456866511787078,11.3225715490323,
50,115,2225.149,0.181,0.00823206842329234,0.000449939655373399,6.14333464424801,
50,115,2651.681,0.119,0.0057209231818532,0.00035739504612167,4.2693456580994,
50,115,3333.404,0.134,0.00658065137273301,0.000651282442154067,4.91093386024852,
51,121,61.513,0.044,0.303203177687427,0.008867513885406,84.1803490423139,
51,121,78.174,0.044,0.244790709676541,0.00617189702444528,67.9629004552529,
51,123,87.83,0.044,0.212379355926411,0.00557100139634608,58.9643170880542,
51,123,103.79,0.045,0.0577931969269423,0.00183810310312737,16.0455161673687,
51,121,105.953,0.043,0.161307971331801,0.00395633681274298,44.7850231438442,
51,121,115.044,0.044,0.271,0.00855891347440818,75.2395630034752,
51,121,121.643,0.042,0.360182846872041,0.00802078739417966,100,
51,123,133.952,0.044,0.0608442058936407,0.00186019335182112,16.8925884233616,
51,121,141.545,0.046,0.0576773153666185,0.00180355467370158,16.0133431859705,
51,121,148.392,0.042,0.256848707761097,0.00573872943273265,71.3106440219641,
51,123,155.272,0.049,0.0905705548989722,0.00311294792689866,25.1457157622912,
51,121,166.557,0.052,0.0698924485011043,0.00234368403953847,19.4047132194317,
51,121,201.701,0.043,0.0913437187786107,0.00263979868814028,25.3603744797601,
51,121,233.284,0.043,0.0996410466293607,0.00241997899402156,27.6640177328487,
51,123,246.42,0.041,0.0589497526893391,0.00157887287865791,16.3666185664532,
51,121,282.727,0.04,0.27408484468017,0.00663870366813726,76.096029297459,
51,121,330.913,0.057,0.0582597501385274,0.00270094724480076,16.1750484911972,
51,121,332.146,0.048,0.101037396289053,0.00337250071536375,28.0516957335693,
51,123,384.553,0.042,0.0702403215905896,0.00222549007835731,19.501295578227,
51,121,419.947,0.069,0.0710585160529959,0.0082868070074925,19.7284564409699,
51,123,598.658,0.048,0.0582816491272177,0.00274212919493681,16.1811284555488,
51,121,631.807,0.04,0.0580567238731,0.00160468457900716,16.1186809358874,
51,121,921.042,0.039,0.0761970425482565,0.00400649805162712,21.1551003080739,
51,121,5885.077,0.197,0.0553766031704608,0.00399270233262136,15.374580897278,
51,121,6523.867,0.177,0.0753246858371347,0.00340844328560847,20.9129020138748,
52,123,353.829,0.015,0.0944670297748963,0.00953625762926612,3.98595062341335,
52,123,557.447,0.024,0.0357547918672169,0.00369521151993537,1.50864100705556,
52,123,602.723,0.012,2.37,0.237468392764525,100,
52,123,645.823,0.014,0.263902505093051,0.0265530315202611,11.1351267971752,
52,125,666.31,0.025,0.0454992839909759,0.00466927499266142,1.91980101227747,
52,123,713.734,0.029,0.058413596312411,0.00613374730845491,2.46470870516502,
52,123,722.729,0.015,0.517613968096674,0.0520250125527201,21.8402518184251,
52,123,1054.504,0.026,0.0635521828808009,0.00648219790374492,2.68152670383126,
52,123,1325.515,0.028,0.077442422244495,0.00789956040577047,3.26761275293228,
52,123,1376.101,0.04,0.0392005303737613,0.00408257797304639,1.65403081745828,
52,123,1436.564,0.029,0.0950246927766766,0.00965783198315658,4.00948070787665,
52,123,1488.893,0.028,0.119510819675344,0.0121065709311501,5.04265061921282,
52,123,1579.66,0.032,0.0684124415722681,0.00696574896640733,2.88660091022228,
52,123,1691.073,0.04,0.0712188547320431,0.00734340916757112,3.00501496759675,
52,123,1720.17,0.038,0.0837160920349708,0.00857462514019654,3.53232455843758,
52,123,1918.704,0.047,0.0498610757123503,0.00520750328617473,2.10384285706119,
52,123,1998.272,0.046,0.0364181359822904,0.00376432922650452,1.53663021022322,
52,123,2038.909,0.04,0.0649021817366387,0.00657544233470707,2.73848868087083,
52,123,2385.51,0.055,0.0354627654676426,0.00369416625903542,1.49631921804399,
52,123,2609.304,0.074,0.0381157017300592,0.00413626379985172,1.60825745696452,
52,123,2746.938,0.053,0.138192187837032,0.0140043121595662,5.83089400156251,
52,123,3543.028,0.086,0.0391015087255838,0.0041739452008871,1.6498526888432,
52,123,5667.852,0.138,0.0381459770108866,0.00429438617745982,1.60953489497412,
52,123,5880.589,0.144,0.0354871599370915,0.00386149590562366,1.49734852055239,
52,123,6322.71,0.136,0.109109426885095,0.0115673959918283,4.60377328629091,
53,127,106.208,0.047,0.0632230254457049,0.00289117354926306,4.45232573561302,
53,127,124.273,0.044,0.183305759096713,0.00753920822221157,12.9088562744164,
53,127,133.594,0.043,1.42,0.0559582127195408,100,
53,127,142.121,0.043,0.156264838770517,0.00651934707637806,11.0045661105998,
53,127,147.097,0.043,0.10854555847182,0.00470971764244909,7.64405341350848,
53,127,152.988,0.042,0.214355526203755,0.00877779241651987,15.0954595918137,
53,127,156.495,0.043,0.117725028002303,0.00505129144804533,8.29049492973967,
53,127,160.713,0.042,0.19215538085665,0.00786490872212719,13.532069074412,
53,127,193.544,0.041,0.126601721158902,0.00509752122626861,8.91561416611983,
53,127,224.148,0.042,0.0953066785241805,0.0040860462985962,6.71173792423806,
53,127,248.731,0.039,0.149018931757745,0.00609382188933748,10.4942909688553,
53,127,268.323,0.04,0.0816576795542238,0.00353582145795175,5.75054081367773,
53,127,301.895,0.039,0.229482717170279,0.00937146194478387,16.1607547303014,
53,127,314.359,0.04,0.0603529473668254,0.00263851247343841,4.25020756104404,
53,127,344.758,0.038,0.102132874101379,0.0044607668296337,7.19245592263235,
53,127,374.268,0.045,0.0912550717803069,0.00455092813285184,6.42641350565542,
53,127,385.457,0.04,0.0867707039903984,0.00378500280005484,6.11061295707031,
53,127,392.049,0.075,0.0663737193773013,0.0110477915661957,4.6742055899508,
53,127,416.565,0.041,0.0658341220115821,0.00319715264251133,4.63620577546353,
53,127,420.851,0.047,0.143978176033034,0.0112284641453667,10.1393081713404,
53,128,442.901,0.01,0.71194824579017,0.0294574559351832,50.1372004077585,1499
53,127,502.604,0.059,0.0614541124349943,0.00322127052558653,4.32775439683058,
53,128,526.557,0.014,0.0722705806245549,0.00393943786885619,5.08947750877147,1499
53,127,5198.256,0.362,0.0582396808194241,0.00779007720551713,4.10138597319888,
53,127,5560.142,0.375,0.0623845106282732,0.00400221780139147,4.39327539635727,
54,126,471.719,0.091,0.187656862758044,0.0270418956459567,2.71966467765281,
54,126,483.771,0.089,0.505452319400572,0.0708242959042501,7.32539593334162,
54,128,506.079,0.09,0.286858747125059,0.0408029621958674,4.15737314673999,
54,132,510.235,0.132,0.330361996745892,0.0663552064840729,4.78785502530279,
54,126,511.364,0.143,0.398558310273939,0.0559234132691207,5.77620739527448,
54,124,512.664,0.128,0.173227302421691,0.0270412307698037,2.51054061480711,
54,132,522.891,0.089,0.246937753613186,0.0346201787142392,3.57880802337951,
54,129,536.289,0.089,1.70866089591059,0.23954691279309,24.7632013900085,
54,126,570.233,0.088,0.180914320235206,0.0253541587872293,2.62194667007545,
54,128,586.228,0.1,0.484562036179723,0.0686044729854265,7.02263820550324,
54,124,600.22,0.088,0.543565665308693,0.0762012901846199,7.87776326534337,
54,126,630.402,0.087,1.37847546869781,0.193045589583685,19.9779053434465,
54,131,667.867,0.087,6.9,0.966455110057233,100,
54,132,669.579,0.125,0.220294942141279,0.0314539637719912,3.1926803208881,
54,126,772.761,0.085,1.87121027959638,0.262010068320141,27.1189895593678,
54,124,812.461,0.086,0.0875821324137665,0.0123323530946881,1.26930626686618,
54,124,1028.88,0.082,0.400007348903471,0.0560573356218719,5.79720795512276,
